Postal Code,Year,Month,Patient_Count
55452,2019,5,2
55452,2019,12,1
55452,2020,5,2
55452,2020,6,1
55452,2020,12,1
55452,2021,2,1
55452,2021,3,1
55452,2021,5,1
55452,2021,7,2
55452,2022,1,1
55452,2022,10,1
55452,2022,12,1
55452,2023,3,1
55452,2023,4,1
55452,2023,5,1
55452,2023,8,1
55457,2019,3,1
55457,2019,9,2
55457,2021,3,1
55457,2023,4,1
55457,2023,6,1
55459,2018,11,1
55459,2020,11,1
55459,2020,12,1
55459,2021,4,1
55459,2021,8,1
55459,2022,9,4
55459,2023,10,1
55469,2019,8,1
55469,2020,1,1
55469,2022,10,1
55469,2022,12,2
55469,2023,5,1
55469,2023,6,1
55469,2023,11,1
55471,2019,9,2
55471,2020,2,1
55471,2021,3,1
55471,2021,7,1
55471,2022,8,1
55471,2023,3,1
55471,2023,5,1
55481,2020,10,1
55481,2021,2,1
55481,2022,1,1
55481,2022,3,1
55487,2019,10,1
55487,2020,2,1
55487,2024,5,1
55491,2018,7,1
55491,2024,7,1
55494,2018,6,1
55494,2018,12,1
55494,2019,3,1
55494,2019,8,1
55494,2019,9,1
55494,2020,8,1
55494,2021,2,1
55494,2021,7,2
55494,2022,1,1
55494,2023,12,1
55543,2018,1,1
55543,2018,2,2
55543,2018,3,3
55543,2018,4,4
55543,2018,5,2
55543,2018,6,3
55543,2018,7,4
55543,2018,8,2
55543,2018,9,3
55543,2018,10,2
55543,2018,11,4
55543,2018,12,1
55543,2019,1,4
55543,2019,2,4
55543,2019,3,2
55543,2019,7,2
55543,2019,8,2
55543,2019,9,3
55543,2019,10,1
55543,2019,12,1
55543,2020,3,1
55543,2020,4,4
55543,2020,5,5
55543,2020,6,3
55543,2020,8,5
55543,2020,9,6
55543,2020,10,5
55543,2020,11,1
55543,2020,12,1
55543,2021,2,1
55543,2021,4,1
55543,2021,5,1
55543,2021,7,1
55543,2021,10,1
55543,2021,11,1
55543,2021,12,1
55543,2022,1,3
55543,2022,3,1
55543,2022,4,2
55543,2022,5,4
55543,2022,6,2
55543,2022,7,1
55543,2022,10,1
55543,2023,1,1
55543,2023,2,1
55543,2023,3,1
55543,2023,5,1
55543,2024,2,1
55543,2024,6,1
55543,2024,7,1
55543,2024,9,1
55545,2018,3,1
55545,2018,4,1
55545,2018,5,3
55545,2018,7,1
55545,2018,9,3
55545,2018,11,2
55545,2019,1,3
55545,2019,2,6
55545,2019,7,3
55545,2019,10,1
55545,2020,2,1
55545,2020,4,1
55545,2020,5,1
55545,2020,6,2
55545,2020,7,4
55545,2020,9,1
55545,2020,10,1
55545,2020,11,1
55545,2021,2,1
55545,2021,4,1
55545,2021,5,1
55545,2021,8,1
55545,2021,12,2
55545,2022,3,2
55545,2022,7,1
55545,2022,11,1
55545,2023,6,1
55545,2023,8,1
55545,2023,10,1
55545,2023,12,1
55545,2024,11,1
55545,2024,12,1
55546,2018,1,1
55546,2018,2,1
55546,2018,3,1
55546,2018,8,3
55546,2018,10,1
55546,2019,1,1
55546,2019,2,1
55546,2019,7,1
55546,2019,10,1
55546,2020,1,1
55546,2020,2,2
55546,2020,6,1
55546,2020,7,2
55546,2020,8,1
55546,2020,9,1
55546,2020,12,1
55546,2021,3,1
55546,2021,6,1
55546,2021,11,1
55546,2022,6,1
55546,2022,7,1
55546,2022,12,1
55546,2023,12,1
55559,2018,9,2
55559,2018,11,2
55559,2019,3,1
55559,2020,7,1
55559,2020,9,1
55559,2023,7,1
55566,2018,4,1
55566,2018,11,1
55566,2020,8,1
55566,2020,10,1
55566,2020,11,1
55566,2021,3,1
55566,2021,11,1
55566,2022,12,1
55566,2023,5,1
55568,2019,1,1
55569,2019,4,1
55569,2019,11,1
55571,2020,2,1
55571,2020,5,1
55571,2020,9,1
55571,2020,10,1
55571,2021,12,1
55576,2018,11,3
55576,2018,12,2
55576,2019,1,1
55576,2019,3,1
55576,2019,4,3
55576,2019,9,1
55576,2020,3,4
55576,2020,4,1
55576,2020,11,4
55576,2021,1,1
55576,2021,4,1
55576,2021,5,1
55576,2021,9,1
55576,2021,11,1
55576,2022,2,1
55576,2022,3,3
55576,2022,11,1
55576,2023,5,1
55576,2023,7,1
55576,2024,10,1
55576,2024,11,1
55576,2025,3,1
55578,2018,4,2
55578,2018,8,1
55578,2018,12,2
55578,2019,1,1
55578,2019,2,1
55578,2019,3,1
55578,2019,4,1
55578,2019,6,1
55578,2019,9,1
55578,2019,10,2
55578,2020,4,2
55578,2020,5,1
55578,2020,6,1
55578,2020,9,1
55578,2021,9,1
55578,2021,11,1
55578,2022,1,3
55578,2022,2,1
55578,2023,10,1
55578,2024,2,1
55583,2018,2,1
55583,2018,5,1
55583,2018,8,1
55583,2018,11,1
55583,2018,12,1
55583,2019,9,1
55583,2019,12,1
55583,2020,1,1
55583,2020,2,1
55583,2020,5,1
55583,2020,6,1
55583,2020,7,1
55583,2020,9,1
55583,2021,11,1
55583,2023,2,1
55583,2023,11,1
55585,2018,12,1
55585,2019,1,1
55585,2019,5,1
55585,2019,10,1
55585,2020,6,2
55585,2020,7,1
55585,2020,10,1
55585,2022,2,1
55585,2022,5,1
55585,2022,6,1
55585,2022,9,2
55585,2023,9,1
55585,2023,12,1
55585,2024,8,1
55590,2018,5,1
55590,2020,12,1
55590,2021,11,1
55592,2023,1,1
55593,2018,12,1
55593,2019,1,1
55593,2020,11,1
55593,2022,5,1
55595,2018,2,1
55595,2018,3,1
55595,2018,6,1
55595,2018,9,1
55595,2018,10,3
55595,2018,11,1
55595,2018,12,2
55595,2019,2,2
55595,2019,3,2
55595,2019,10,1
55595,2020,1,1
55595,2020,2,1
55595,2020,3,1
55595,2020,4,1
55595,2020,5,1
55595,2020,7,7
55595,2020,8,2
55595,2020,9,2
55595,2020,10,3
55595,2021,1,1
55595,2021,2,2
55595,2021,3,1
55595,2021,4,1
55595,2021,8,1
55595,2021,9,1
55595,2021,10,1
55595,2021,12,1
55595,2022,6,1
55595,2022,7,1
55595,2022,11,1
55595,2023,1,2
55595,2023,3,1
55595,2023,4,2
55595,2023,6,1
55595,2023,8,1
55595,2023,11,1
55595,2024,5,1
55595,2024,6,1
55595,2024,8,1
55596,2018,4,1
55596,2018,6,1
55596,2018,9,1
55596,2019,1,1
55596,2019,2,1
55597,2018,5,1
55597,2018,7,1
55597,2018,9,1
55597,2018,10,1
55597,2019,2,1
55597,2019,7,1
55597,2020,4,1
55597,2020,6,3
55597,2020,12,2
55597,2021,5,1
55597,2021,9,2
55597,2021,10,1
55597,2021,12,1
55597,2022,7,1
55597,2022,8,1
55597,2022,10,1
55597,2022,12,1
55597,2023,2,1
55597,2023,10,1
55597,2023,11,1
55597,2025,2,1
55599,2018,3,1
55599,2018,5,1
55599,2018,10,2
55599,2019,1,1
55599,2019,6,1
55599,2020,1,1
55599,2020,8,2
55599,2020,9,2
55599,2021,5,1
55599,2021,7,1
55599,2021,9,1
55599,2022,9,2
55599,2023,3,1
55599,2023,6,1
55599,2023,10,1
55599,2025,3,1
55599,2025,4,1
55606,2018,4,1
55606,2018,5,1
55606,2019,2,1
55606,2019,4,1
55606,2020,6,1
55606,2020,9,2
55606,2021,3,2
55606,2021,9,1
55606,2023,3,1
55606,2023,9,1
55606,2023,10,1
55606,2024,6,1
55606,2024,12,1
55608,2020,7,1
55618,2022,9,1
55618,2023,1,1
55619,2021,1,1
55624,2021,8,1
55626,2020,8,2
55627,2019,1,1
55627,2019,8,1
55627,2020,2,1
55627,2020,6,1
55627,2021,11,1
55629,2020,11,1
55629,2021,1,1
55743,2019,8,1
55743,2020,6,1
55743,2020,8,1
55743,2020,9,1
55743,2023,5,1
55758,2019,7,2
55758,2023,6,1
55765,2021,1,1
55767,2021,6,1
55776,2019,2,1
56068,2018,6,1
56112,2023,5,1
56154,2020,11,1
56242,2018,8,1
56244,2020,7,3
56249,2020,6,1
56249,2021,9,1
56254,2023,8,1
56271,2021,3,1
56271,2022,9,1
56281,2022,11,1
56288,2023,12,1
56290,2021,3,1
56291,2018,3,1
56291,2024,6,1
56294,2020,8,2
56305,2021,11,1
56316,2021,1,1
56316,2023,5,1
56317,2021,8,1
56329,2021,8,1
56332,2024,7,1
56357,2019,2,1
56357,2021,5,1
56368,2022,11,1
56370,2019,7,1
56370,2021,10,1
56410,2020,9,1
56410,2021,9,1
56410,2023,4,1
56410,2023,6,1
56424,2022,1,1
56427,2019,2,1
56457,2024,8,1
56459,2022,3,1
56459,2022,5,1
56470,2020,11,1
56472,2018,11,1
56566,2022,1,1
56567,2021,2,1
56567,2022,5,1
56626,2019,7,1
56626,2020,10,1
56637,2023,7,1
56729,2019,9,1
56753,2020,12,1
56843,2020,10,1
5707 NL,2023,2,1
57520,2024,10,1
57572,2019,4,1
59320,2023,5,1
59368,2022,2,1
60318,2023,9,1
60320,2023,1,1
60326,2020,7,1
60348,2023,8,1
60386,2020,4,1
60386,2020,12,1
60388,2021,3,1
60439,2021,12,1
60528,2022,10,1
61169,2020,5,1
61191,2022,11,1
61203,2021,7,1
61250,2022,8,1
61440,2019,8,1
61479,2019,6,1
62-700,2019,3,1
62-831,2019,6,1
63128,2021,1,1
63303,2023,11,1
63329,2019,2,1
63853,2019,8,1
63856,2020,10,1
63857,2024,1,1
64285,2021,10,1
64285,2023,10,1
64287,2022,3,1
64287,2022,4,1
64291,2022,4,1
64331,2021,7,1
64331,2021,8,1
64331,2022,6,1
64347,2018,4,1
64347,2019,4,1
64347,2021,8,1
64354,2018,9,1
64372,2019,7,1
64372,2024,4,1
64521,2018,10,1
64521,2018,11,1
64521,2019,5,2
64521,2019,12,1
64521,2020,1,1
64521,2021,4,1
64521,2021,7,1
64521,2021,9,1
64521,2021,12,1
64521,2022,3,1
64521,2022,6,1
64521,2022,8,1
64521,2023,1,1
64521,2023,2,1
64521,2023,4,1
64521,2023,5,1
64521,2023,8,1
64521,2023,11,1
64521,2024,11,1
64546,2019,4,1
64546,2019,8,1
64546,2020,5,1
64546,2021,6,2
64546,2021,7,1
64546,2021,12,2
64546,2024,3,1
64560,2018,9,1
64560,2018,11,1
64560,2020,2,1
64560,2020,11,1
64560,2021,2,1
64560,2022,2,1
64560,2022,3,1
64560,2022,4,1
64560,2022,5,1
64560,2022,10,1
64560,2023,5,2
64560,2023,12,1
64569,2020,4,1
64569,2020,8,1
64569,2021,2,1
64569,2021,10,1
64569,2022,12,3
64569,2023,12,1
64572,2020,4,1
64572,2021,7,1
64572,2021,12,1
64572,2022,2,1
64572,2022,4,1
64572,2022,5,1
64572,2022,8,1
64572,2023,6,2
64572,2023,7,1
64579,2022,8,1
64579,2022,10,1
64579,2023,11,1
64584,2020,8,1
64584,2022,9,1
64589,2018,9,1
64589,2021,5,1
64589,2022,8,1
64625,2025,5,1
64673,2023,8,1
64750,2019,9,1
64823,2023,7,1
64853,2019,4,1
64859,2022,8,1
64859,2022,9,1
65183,2021,9,1
65183,2022,7,1
65183,2022,11,1
65185,2019,3,1
65185,2023,2,1
65187,2019,12,1
65187,2020,6,1
65187,2020,9,1
65187,2021,5,1
65189,2023,2,1
65189,2025,2,1
65191,2019,4,1
65191,2019,12,1
65191,2020,1,1
65191,2020,3,1
65191,2021,11,1
65193,2018,6,1
65193,2021,9,1
65193,2023,8,1
65195,2020,5,1
65195,2021,3,1
65195,2021,10,1
65195,2021,11,1
65195,2023,3,2
65197,2018,12,1
65197,2019,6,2
65197,2019,7,1
65197,2020,12,1
65197,2021,1,1
65197,2021,9,1
65197,2023,5,1
65197,2023,6,1
65199,2019,10,1
65199,2021,3,1
65199,2021,4,1
65199,2021,9,1
65201,2018,12,1
65201,2020,8,1
65201,2021,7,1
65201,2021,11,1
65201,2022,3,1
65201,2023,9,1
65203,2018,7,1
65203,2020,1,1
65203,2020,2,2
65203,2020,3,1
65203,2021,7,1
65203,2022,4,1
65203,2022,8,1
65203,2023,5,1
65203,2023,10,1
65205,2018,12,1
65205,2019,2,1
65205,2020,4,1
65205,2021,12,1
65205,2022,2,1
65205,2022,3,1
65205,2022,5,1
65205,2023,5,1
65205,2024,8,1
65207,2023,2,1
65232,2019,5,1
65232,2019,10,1
65232,2020,11,1
65232,2021,7,1
65232,2022,3,1
65232,2022,4,2
65232,2022,7,1
65239,2019,3,1
65239,2019,12,1
65239,2020,6,1
65239,2020,9,1
65239,2021,1,1
65239,2021,2,1
65239,2021,4,2
65239,2021,9,1
65239,2021,11,1
65239,2022,7,1
65239,2023,2,1
65239,2023,11,1
65239,2024,2,1
65239,2025,3,1
65307,2019,2,1
65307,2019,7,1
65307,2020,8,1
65307,2023,5,1
65321,2022,10,1
65321,2024,4,1
65329,2021,6,1
65343,2022,10,1
65343,2025,1,1
65346,2021,2,1
65346,2025,2,1
65366,2019,8,1
65366,2021,2,1
65366,2021,3,1
65366,2023,12,1
65375,2020,7,1
65385,2018,7,1
65385,2019,3,1
65385,2023,3,1
65391,2023,8,1
65396,2018,7,1
65396,2020,8,1
65396,2021,7,1
65396,2022,7,1
65428,2018,3,1
65428,2018,4,1
65428,2018,5,1
65428,2018,7,1
65428,2018,8,2
65428,2018,11,1
65428,2019,1,1
65428,2019,4,2
65428,2019,5,1
65428,2019,7,1
65428,2019,8,1
65428,2019,9,2
65428,2019,10,1
65428,2019,11,2
65428,2019,12,1
65428,2020,8,2
65428,2020,10,3
65428,2020,11,1
65428,2021,1,2
65428,2021,6,1
65428,2021,7,1
65428,2021,9,1
65428,2021,10,1
65428,2021,11,1
65428,2022,4,2
65428,2022,5,1
65428,2022,6,1
65428,2022,8,1
65428,2022,10,1
65428,2022,11,1
65428,2022,12,1
65428,2023,4,3
65428,2023,5,1
65428,2023,6,1
65428,2023,8,1
65428,2023,9,1
65428,2023,10,1
65428,2023,11,1
65428,2024,11,1
65439,2019,11,1
65439,2020,2,1
65439,2020,6,1
65439,2020,7,1
65439,2022,9,1
65439,2023,11,1
65439,2023,12,1
65439,2024,9,2
65451,2018,4,1
65451,2021,10,1
65451,2023,3,1
65451,2023,9,2
65451,2024,6,1
65451,2024,11,1
65462,2018,3,2
65462,2018,4,1
65462,2018,7,1
65462,2018,8,4
65462,2018,10,1
65462,2018,12,1
65462,2019,6,2
65462,2019,7,2
65462,2019,8,1
65462,2019,9,1
65462,2019,10,1
65462,2019,11,2
65462,2020,9,1
65462,2020,11,1
65462,2021,1,1
65462,2021,3,1
65462,2021,5,2
65462,2021,7,3
65462,2021,8,1
65462,2021,12,1
65462,2022,2,1
65462,2022,3,1
65462,2022,7,2
65462,2022,8,1
65462,2022,9,1
65462,2022,10,1
65462,2023,4,1
65462,2023,7,1
65462,2024,2,1
65462,2024,5,1
65468,2019,2,1
65468,2019,4,1
65468,2019,6,1
65468,2020,5,1
65468,2020,6,1
65468,2021,1,1
65468,2021,3,1
65468,2021,4,1
65468,2021,7,1
65468,2022,12,1
65468,2023,10,1
65474,2018,2,1
65474,2018,5,2
65474,2018,7,1
65474,2019,2,1
65474,2019,5,3
65474,2019,6,1
65474,2019,7,1
65474,2019,8,1
65474,2019,9,2
65474,2020,12,3
65474,2021,3,1
65474,2021,9,1
65474,2022,6,1
65474,2022,7,1
65474,2022,12,1
65474,2023,3,1
65474,2023,10,2
65474,2023,11,1
65474,2023,12,1
65474,2024,4,1
65474,2024,11,1
65479,2019,10,1
65479,2022,5,1
65479,2023,7,1
65479,2023,10,1
65510,2021,11,1
65510,2024,2,1
65527,2020,2,1
65529,2023,3,1
65529,2024,1,1
65582,2022,5,1
65589,2020,8,1
65594,2019,3,1
65597,2021,10,1
65599,2024,9,1
65604,2020,4,1
65606,2021,6,1
65611,2023,8,1
65719,2020,6,1
65719,2020,9,1
65843,2021,5,1
65843,2021,11,1
65929,2020,1,1
65929,2020,8,1
66625,2025,1,1
66787,2022,6,1
66871,2019,2,1
66871,2020,8,1
66871,2022,6,1
66887,2018,6,1
670226,2023,11,1
67061,2019,11,1
67069,2023,6,1
67105,2020,7,1
67159,2024,6,1
67256,2020,12,1
67269,2024,6,1
67292,2020,6,1
67292,2020,11,1
67292,2021,7,1
67292,2021,9,2
67292,2022,1,1
67292,2022,12,1
67292,2023,8,1
67292,2023,9,1
67292,2023,10,1
67294,2020,3,1
67294,2020,7,1
67294,2021,6,1
67294,2021,12,1
67294,2022,3,2
67294,2022,6,1
67294,2022,7,2
67294,2022,8,1
67294,2022,11,1
67294,2023,1,1
67294,2023,6,1
67294,2023,8,1
67294,2023,10,1
67295,2021,6,1
67297,2020,7,1
67307,2024,1,1
67308,2019,5,1
67308,2021,5,1
67308,2022,2,1
67308,2022,9,1
67434,2019,12,2
67434,2021,5,1
67434,2025,4,1
67475,2019,3,1
67487,2020,6,1
67489,2018,10,1
67547,2019,9,1
67547,2019,10,1
67547,2020,6,1
67547,2021,2,1
67547,2021,12,1
67547,2022,11,1
67547,2023,8,1
67549,2019,5,1
67549,2022,10,1
67549,2023,5,1
67549,2023,7,1
67549,2024,7,1
67550,2018,5,1
67550,2021,12,1
67551,2021,8,1
67574,2022,1,1
67575,2021,3,1
67577,2023,4,1
67577,2023,9,1
67578,2020,6,1
67578,2021,7,1
67578,2021,12,1
67583,2018,5,2
67583,2019,2,1
67583,2019,10,1
67583,2022,3,1
67583,2022,10,1
67583,2023,6,2
67585,2018,7,1
67585,2019,4,1
67585,2020,8,1
67585,2022,9,1
67585,2024,12,1
67586,2018,8,1
67586,2018,10,1
67586,2019,1,1
67586,2019,5,1
67586,2019,8,1
67586,2022,2,1
67586,2022,10,1
67586,2023,12,1
67586,2024,3,1
67587,2021,8,1
67592,2021,2,1
67592,2022,4,1
67592,2023,7,1
67593,2018,9,1
67593,2019,2,1
67593,2019,3,1
67593,2019,9,1
67593,2020,2,1
67593,2022,6,1
67595,2021,1,1
67596,2019,8,1
67596,2020,10,1
67596,2021,1,1
67596,2021,5,1
67596,2022,1,1
67596,2022,4,1
67596,2022,11,1
67596,2024,2,1
67599,2020,12,2
67724,2019,4,1
67724,2022,10,1
67744,2018,4,2
67746,2019,12,1
67806,2018,6,1
67806,2022,3,1
67806,2025,5,1
67808,2019,7,1
67808,2019,9,1
67808,2019,10,1
67808,2021,6,1
67808,2022,4,1
67808,2024,5,2
67816,2019,9,1
67819,2018,2,1
67819,2019,11,1
67819,2021,5,1
67819,2024,11,1
67821,2019,7,2
67822,2018,7,1
67822,2020,9,1
67822,2020,11,1
67822,2021,9,1
67822,2021,10,1
67823,2018,8,1
67823,2021,6,1
67823,2024,8,1
67824,2018,1,1
67824,2019,9,1
67824,2019,12,1
67824,2020,5,1
67824,2020,11,1
67829,2023,3,1
68309,2021,5,1
68519,2021,2,1
68623,2022,6,1
68647,2020,11,1
68723,2021,8,1
68775,2020,2,1
71126,2019,11,1
74336,2022,6,1
74931,2018,6,1
74931,2018,7,1
75015,2022,11,1
752 31,2023,2,1
76473,2022,5,1
76764,2019,1,1
76770,2022,6,1
76865,2024,5,1
77731,2021,8,1
81377,2020,11,1
83324,2018,11,1
84549,2025,2,1
86949,2021,6,1
86949,2021,7,1
88447,2019,3,1
89264,2019,11,1
89522,2023,12,1
90530,2021,11,1
9470,2020,10,1
95-100,2022,4,1
96622,2025,2,1
97199,2024,6,1
97788,2019,3,1
97791,2023,8,1
99097,2019,6,1
99099,2025,5,1
99438,2018,6,1
99734,2020,7,1
99999,2018,4,1
99999,2018,8,1
99999,2019,8,1
99999,2022,7,1
999999,2020,3,1
999999,2020,4,1
